,word,binary_score
3531,invention,1.0
3532,inventions,1.0
3533,inventive,1.0
3534,inventiveness,1.0
3535,inventor,1.0
3536,inventors,1.0
3537,invest,1.0
3538,investigate,-1.0
3539,investigated,-1.0
3540,investigates,-1.0
3541,investigating,-1.0
3542,investigation,-1.0
3543,investigations,-1.0
3544,inviolable,1.0
3545,involuntarily,-1.0
3546,involuntariness,-1.0
3547,involuntary,-1.0
3548,involved,-1.0
3549,irksome,-1.0
3550,iron,-1.0
3551,iron out,-1.0
3552,irreconcilable,-1.0
3553,irreconcilably,-1.0
3554,irrecoverable,-1.0
3555,irrecoverably,-1.0
3556,irrefutable,1.0
3557,irregular,-1.0
3558,irregularities,-1.0
3559,irregularity,-1.0
3560,irregularly,-1.0
3561,irreparable,-1.0
3562,irreparably,-1.0
3563,irrepressible,-1.0
3564,irresistible impulse,-1.0
3565,irrespective,-1.0
3566,irreverence,-1.0
3567,irreversible,-1.0
3568,irritate,-1.0
3569,irritated,-1.0
3570,irritating,-1.0
3571,irritation,-1.0
3572,issue,-1.0
3573,iterate,-1.0
3574,jail,-1.0
3575,jailbreak,-1.0
3576,jailed,-1.0
3577,jam,-1.0
3578,jeopardise,-1.0
3579,jeopardize,-1.0
3580,jeopardized,-1.0
3581,jeopardy,-1.0
3582,jest at,-1.0
3583,jib,-1.0
3584,jilted,-1.0
3585,job,-1.0
3586,jobless,-1.0
3587,join forces,1.0
3588,joy,1.0
3589,jubilantly,1.0
3590,judgement of dismissal,-1.0
3591,judgment of conviction,-1.0
3592,judgment of dismissal,-1.0
3593,judicial proceeding,-1.0
3594,jug,-1.0
3595,jumble,-1.0
3596,jumbled,-1.0
3597,junior-grade,-1.0
3598,junk e-mail,-1.0
3599,jussive mood,-1.0
3600,just,1.0
3601,justifiable,-1.0
3602,justificative,-1.0
3603,justificatory,-1.0
3604,justify,-1.0
3605,juvenile delinquency,-1.0
3606,juvenile delinquent,-1.0
3607,keel,-1.0
3608,keen,1.0
3609,keep,-1.0
3610,keep in line,-1.0
3611,keep out,-1.0
3612,keep up,-1.0
3613,kerfuffle,-1.0
3614,kibosh,-1.0
3615,kick,-1.0
3616,kick downstairs,-1.0
3617,kick the bucket,-1.0
3618,kick up,-1.0
3619,kick upstairs,1.0
3620,kickback,-1.0
3621,kickbacks,-1.0
3622,kill,-1.0
3623,kindle,-1.0
3624,kindling,-1.0
3625,kindly,1.0
3626,knavery,-1.0
3627,knock,-1.0
3628,knock off,-1.0
3629,knock over,-1.0
3630,knockout,-1.0
3631,knottiness,-1.0
3632,knotty,-1.0
3633,knowing,-1.0
3634,knowingly,-1.0
3635,kvetch,-1.0
3636,labor,-1.0
3637,labored,-1.0
3638,laborious,-1.0
3639,labour,-1.0
3640,laboured,-1.0
3641,lack,-1.0
3642,lacked,-1.0
3643,lacking,-1.0
3644,lackluster,-1.0
3645,lacklustre,-1.0
3646,lacks,-1.0
3647,lag,-1.0
3648,lagged,-1.0
3649,lagging,-1.0
3650,lags,-1.0
3651,laid-off,-1.0
3652,lallygag,-1.0
3653,lame,-1.0
3654,languish,-1.0
3655,languor,-1.0
3656,lapse,-1.0
3657,lapsed,-1.0
3658,lapses,-1.0
3659,lapsing,-1.0
3660,large,1.0
3661,large-hearted,1.0
3662,lash out,-1.0
3663,lassitude,-1.0
3664,lasting,-1.0
3665,lastingness,1.0
3666,late,-1.0
3667,lately,-1.0
3668,later,-1.0
3669,latterly,-1.0
3670,laugh at,-1.0
3671,launder,-1.0
3672,laundering,-1.0
3673,laurels,1.0
3674,law of closure,-1.0
3675,law offender,-1.0
3676,law-breaking,-1.0
3677,lawbreaker,-1.0
3678,lawlessly,-1.0
3679,lay,-1.0
3680,lay claim,-1.0
3681,lay off,-1.0
3682,lay waste to,-1.0
3683,layoff,-1.0
3684,layoffs,-1.0
3685,layover,-1.0
3686,laze,-1.0
3687,lead astray,-1.0
3688,lead on,-1.0
3689,leaders,1.0
3690,leadership,1.0
3691,leading,1.0
3692,leave,1.0
3693,leave off,-1.0
3694,leave office,-1.0
3695,leave out,-1.0
3696,leery,-1.0
3697,legal injury,-1.0
3698,legal ouster,-1.0
3699,legato,1.0
3700,legerdemain,-1.0
3701,leisurely,1.0
3702,lengthened,-1.0
3703,lengthening,-1.0
3704,lengthiness,-1.0
3705,lengthy,-1.0
3706,lenify,-1.0
3707,lento,-1.0
3708,lessen,-1.0
3709,lessened,-1.0
3710,let down,-1.0
3711,let go,-1.0
3712,let go of,-1.0
3713,let on,-1.0
3714,let out,-1.0
3715,letdown,-1.0
3716,lethargy,-1.0
3717,leveling,-1.0
3718,lewd,-1.0
3719,lewdness,-1.0
3720,libellous,-1.0
3721,libelous,-1.0
3722,liberation,-1.0
3723,libertine,-1.0
3724,liberty,-1.0
3725,licentiousness,-1.0
3726,lick,1.0
3727,licking,-1.0
3728,lie,-1.0
3729,lie down,-1.0
3730,lie in,-1.0
3731,life-threatening,-1.0
3732,lift,-1.0
3733,light,0.0
3734,light upon,1.0
3735,lighting,-1.0
3736,lilliputian,-1.0
3737,limit,-1.0
3738,limitation,-1.0
3739,limitations,-1.0
3740,limiting,-1.0
3741,line,-1.0
3742,line of reasoning,-1.0
3743,linger,-1.0
3744,lingering,-1.0
3745,liquid,1.0
3746,liquidate,-1.0
3747,liquidated,-1.0
3748,liquidates,-1.0
3749,liquidating,-1.0
3750,liquidation,-1.0
3751,liquidations,-1.0
3752,liquidator,-1.0
3753,liquidators,-1.0
3754,literary argument,-1.0
3755,literary criticism,-1.0
3756,litigant,-1.0
3757,litigants,-1.0
3758,litigate,-1.0
3759,litigated,-1.0
3760,litigates,-1.0
3761,litigating,-1.0
3762,litigation,-1.0
3763,litigations,-1.0
3764,litigator,-1.0
3765,litigious,-1.0
3766,little,-1.0
3767,live up to,1.0
3768,load,-1.0
3769,loaded down,-1.0
3770,loading,-1.0
3771,loaf,-1.0
3772,loafing,-1.0
3773,loath,-1.0
3774,lockout,-1.0
3775,lockouts,-1.0
3776,logical argument,-1.0
3777,loiter,-1.0
3778,lollygag,-1.0
3779,long pillow,1.0
3780,long suit,1.0
3781,look across,-1.0
3782,look into,-1.0
3783,look out on,-1.0
3784,look out over,-1.0
3785,lookout,-1.0
3786,lookout man,-1.0
3787,loose,0.0
3788,looseness,-1.0
3789,lop,-1.0
3790,lose,-1.0
3791,loser,-1.0
3792,loses,-1.0
3793,losing,-1.0
3794,losings,-1.0
3795,loss,-1.0
3796,losses,-1.0
3797,lost,-1.0
3798,loth,-1.0
3799,lounge,-1.0
3800,louse up,-1.0
3801,love,1.0
3802,low,-1.0
3803,low-spirited,-1.0
3804,lowball,-1.0
3805,lower,-1.0
3806,lower-ranking,-1.0
3807,lowering,-1.0
3808,lowly,-1.0
3809,loyal,1.0
3810,luck,-1.0
3811,lucky,1.0
3812,lucrative,1.0
3813,lucrativeness,1.0
3814,lurch,-1.0
3815,lurk,-1.0
3816,lusterless,-1.0
3817,lustreless,-1.0
3818,lying,-1.0
3819,lying under oath,-1.0
3820,lying-in,-1.0
3821,macerate,-1.0
3822,machinate,-1.0
3823,machinator,-1.0
3824,mad,0.0
3825,magic,-1.0
3826,magic trick,-1.0
3827,magnification,-1.0
3828,magnificent,1.0
3829,magnified,-1.0
3830,magnify,-1.0
3831,maintain,-1.0
3832,maintained,1.0
3833,maintaining,1.0
3834,maintains,1.0
3835,majuscule,1.0
3836,make,1.0
3837,make do,-1.0
3838,make fun,-1.0
3839,make headway,1.0
3840,make out,-1.0
3841,make up,0.0
3842,maladjusted,-1.0
3843,maladroitness,-1.0
3844,malefactor,-1.0
3845,maleficence,-1.0
3846,malevolence,-1.0
3847,malevolency,-1.0
3848,malfeasance,-1.0
3849,malformed,-1.0
3850,malfunction,-1.0
3851,malfunctioned,-1.0
3852,malfunctioning,-1.0
3853,malfunctions,-1.0
3854,malice,-1.0
3855,malicious,-1.0
3856,malicious gossip,-1.0
3857,malicious mischief,-1.0
3858,maliciously,-1.0
3859,maliciousness,-1.0
3860,malpractice,-1.0
3861,maltreat,-1.0
3862,maltreated,-1.0
3863,maltreatment,-1.0
3864,malversate,-1.0
3865,manage,-1.0
3866,manipulate,-1.0
3867,manipulated,-1.0
3868,manipulates,-1.0
3869,manipulating,-1.0
3870,manipulation,-1.0
3871,manipulations,-1.0
3872,manipulative,-1.0
3873,manna from heaven,1.0
3874,mannerism,-1.0
3875,manslayer,-1.0
3876,manufacture,1.0
3877,mar,-1.0
3878,marauding,-1.0
3879,march on,1.0
3880,markdown,-1.0
3881,markdowns,-1.0
3882,marshal,-1.0
3883,marvellous,1.0
3884,marvelous,1.0
3885,master,0.0
3886,match,-1.0
3887,matchless,1.0
3888,maverick,-1.0
3889,mazed,-1.0
3890,meantime,-1.0
3891,meanwhile,-1.0
3892,measured,-1.0
3893,measuredly,-1.0
3894,meddle,-1.0
3895,meddlesome,-1.0
3896,meddling,-1.0
3897,meet,0.0
3898,meliorate,1.0
3899,melioration,1.0
3900,mellow,1.0
3901,melodic line,-1.0
3902,melodic phrase,-1.0
3903,melody,-1.0
3904,melt,-1.0
3905,meltdown,-1.0
3906,menace,-1.0
3907,menacing,-1.0
3908,mend,-1.0
3909,mendaciously,-1.0
3910,mending,-1.0
3911,mental confusion,-1.0
3912,mental defectiveness,-1.0
3913,mental disorder,-1.0
3914,mental disturbance,-1.0
3915,mental retardation,-1.0
3916,mental strain,-1.0
3917,mentally ill,-1.0
3918,mercurial,-1.0
3919,meritable,1.0
3920,meritorious,1.0
3921,merrily,1.0
3922,mess about,-1.0
3923,mess up,-1.0
3924,metier,1.0
3925,microphone boom,1.0
3926,miffed,-1.0
3927,military capability,1.0
3928,military force,-1.0
3929,military group,-1.0
3930,military posture,1.0
3931,military strength,1.0
3932,military unit,-1.0
3933,mill about,-1.0
3934,mill around,-1.0
3935,minacious,-1.0
3936,minatory,-1.0
3937,minimise,-1.0
3938,minimize,-1.0
3939,minus,-1.0
3940,mirthfully,1.0
3941,misaddress,-1.0
3942,misapplication,-1.0
3943,misapplications,-1.0
3944,misapplied,-1.0
3945,misapplies,-1.0
3946,misapply,-1.0
3947,misapplying,-1.0
3948,misapprehend,-1.0
3949,misapprehension,-1.0
3950,misappropriate,-1.0
3951,misappropriated,-1.0
3952,misappropriates,-1.0
3953,misappropriating,-1.0
3954,misappropriation,-1.0
3955,misappropriations,-1.0
3956,misbehave,-1.0
3957,misbranded,-1.0
3958,miscalculate,-1.0
3959,miscalculated,-1.0
3960,miscalculates,-1.0
3961,miscalculating,-1.0
3962,miscalculation,-1.0
3963,miscalculations,-1.0
3964,miscarry,-1.0
3965,mischaracterization,-1.0
3966,mischief,-1.0
3967,mischief-making,-1.0
3968,mischievousness,-1.0
3969,misclassification,-1.0
3970,misclassifications,-1.0
3971,misclassified,-1.0
3972,misclassify,-1.0
3973,miscommunication,-1.0
3974,misconceive,-1.0
3975,misconduct,-1.0
3976,misconstrue,-1.0
3977,misdate,-1.0
3978,misdated,-1.0
3979,misdemean,-1.0
3980,misdemeanor,-1.0
3981,misdemeanors,-1.0
3982,misdemeanour,-1.0
3983,misdirect,-1.0
3984,misdirected,-1.0
3985,misdirection,-1.0
3986,miserable,-1.0
3987,misestimate,-1.0
3988,misestimation,-1.0
3989,misfire,-1.0
3990,misfortunate,-1.0
3991,misfunction,-1.0
3992,misgiving,-1.0
3993,misguide,-1.0
3994,misguided,-1.0
3995,mishandle,-1.0
3996,mishandled,-1.0
3997,mishandles,-1.0
3998,mishandling,-1.0
3999,misidentify,-1.0
4000,misinform,-1.0
4001,misinformation,-1.0
4002,misinformed,-1.0
4003,misinforming,-1.0
4004,misinforms,-1.0
4005,misinterpret,-1.0
4006,misinterpretation,-1.0
4007,misinterpretations,-1.0
4008,misinterpreted,-1.0
4009,misinterpreting,-1.0
4010,misinterprets,-1.0
4011,misjudge,-1.0
4012,misjudged,-1.0
4013,misjudges,-1.0
4014,misjudging,-1.0
4015,misjudgment,-1.0
4016,misjudgments,-1.0
4017,mislabel,-1.0
4018,mislabeled,-1.0
4019,mislabeling,-1.0
4020,mislabelled,-1.0
4021,mislabels,-1.0
4022,mislaid,-1.0
4023,mislay,-1.0
4024,mislead,-1.0
4025,misleading,-1.0
4026,misleadingly,-1.0
4027,misleads,-1.0
4028,misled,-1.0
4029,mismanage,-1.0
4030,mismanaged,-1.0
4031,mismanagement,-1.0
4032,mismanages,-1.0
4033,mismanaging,-1.0
4034,mismatch,-1.0
4035,mismatched,-1.0
4036,mismatches,-1.0
4037,mismatching,-1.0
4038,mismated,-1.0
4039,misplace,-1.0
4040,misplaced,-1.0
4041,misplay,-1.0
4042,misprice,-1.0
4043,mispricing,-1.0
4044,mispricings,-1.0
4045,misread,-1.0
4046,misreckoning,-1.0
4047,misrepresent,-1.0
4048,misrepresentation,-1.0
4049,misrepresentations,-1.0
4050,misrepresented,-1.0
4051,misrepresenting,-1.0
4052,misrepresents,-1.0
4053,miss,-1.0
4054,missed,-1.0
4055,misses,-1.0
4056,misshapen,-1.0
4057,missing,-1.0
4058,misstate,-1.0
4059,misstated,-1.0
4060,misstatement,-1.0
4061,misstatements,-1.0
4062,misstates,-1.0
4063,misstating,-1.0
4064,misstep,-1.0
4065,missteps,-1.0
4066,missy,-1.0
4067,mistake,-1.0
4068,mistaken,-1.0
4069,mistakenly,-1.0
4070,mistakes,-1.0
4071,mistaking,-1.0
4072,mistreat,-1.0
4073,mistreated,-1.0
4074,mistrial,-1.0
4075,mistrials,-1.0
4076,mistrust,-1.0
4077,mistrustful,-1.0
4078,misunderstand,-1.0
4079,misunderstanding,-1.0
4080,misunderstandings,-1.0
4081,misunderstood,-1.0
4082,misuse,-1.0
4083,misused,-1.0
4084,misuses,-1.0
4085,misusing,-1.0
4086,mitigate,-1.0
4087,mix up,-1.0
4088,mix-up,-1.0
4089,mixed-up,-1.0
4090,mobilise,-1.0
4091,mobilize,-1.0
4092,model,0.0
4093,moderate,1.0
4094,moderation,-1.0
4095,modern,1.0
4096,moisten,-1.0
4097,molest,-1.0
4098,molestation,-1.0
4099,mollify,-1.0
4100,momentaneous,-1.0
4101,momentary,-1.0
4102,momentum,1.0
4103,moneymaking,1.0
4104,monish,-1.0
4105,monition,-1.0
4106,monitory,0.0
4107,monkey,-1.0
4108,monopolisation,-1.0
4109,monopolise,-1.0
4110,monopoliser,-1.0
4111,monopolist,-1.0
4112,monopolistic,-1.0
4113,monopolists,-1.0
4114,monopolization,-1.0
4115,monopolize,-1.0
4116,monopolized,-1.0
4117,monopolizer,-1.0
4118,monopolizes,-1.0
4119,monopolizing,-1.0
4120,monopoly,-1.0
4121,moot,-1.0
4122,mop up,-1.0
4123,moratoria,-1.0
4124,moratorium,-1.0
4125,moratoriums,-1.0
4126,moribund,-1.0
4127,mortified,-1.0
4128,mortifying,-1.0
4129,mothball,-1.0
4130,mothballed,-1.0
4131,mothballing,-1.0
4132,motion,-1.0
4133,move,0.0
4134,move on,1.0
4135,mown,-1.0
4136,muck up,-1.0
4137,muddiness,-1.0
4138,muff,-1.0
4139,muffle,-1.0
4140,mulct,-1.0
4141,murderer,-1.0
4142,muscle contraction,-1.0
4143,muscular contraction,-1.0
4144,muster,-1.0
4145,muster up,-1.0
4146,mute,-1.0
4147,mutual exclusiveness,-1.0
4148,mutually exclusive,-1.0
4149,mystify,-1.0
4150,nab,-1.0
4151,nail,0.0
4152,nark,-1.0
4153,natural,-1.0
4154,near,1.0
4155,neat,1.0
4156,neediness,-1.0
4157,needless,-1.0
4158,negate,-1.0
4159,negative,-1.0
4160,negatively,-1.0
4161,negatively charged,-1.0
4162,negatives,-1.0
4163,neglect,-1.0
4164,neglected,-1.0
4165,neglectful,-1.0
4166,neglectfulness,-1.0
4167,neglecting,-1.0
4168,neglects,-1.0
4169,negligence,-1.0
4170,negligences,-1.0
4171,negligent,-1.0
4172,negligently,-1.0
4173,nerve-racking,-1.0
4174,nerve-wracking,-1.0
4175,nervous strain,-1.0
4176,nescience,-1.0
4177,nettle,-1.0
4178,nettled,-1.0
4179,nettlesome,-1.0
4180,neutralise,-1.0
4181,neutralize,-1.0
4182,new record,1.0
4183,next,1.0
4184,nice,1.0
4185,niche,-1.0
4186,nifty,1.0
4187,niggling,-1.0
4188,nisus,-1.0
4189,nix,-1.0
4190,no matter,-1.0
4191,nobble,-1.0
4192,noise,-1.0
4193,nonadaptive,-1.0
4194,nonattainment,-1.0
4195,nonchurchgoing,-1.0
4196,noncompetitive,-1.0
4197,noncompliance,-1.0
4198,noncompliances,-1.0
4199,noncompliant,-1.0
4200,noncomplying,-1.0
4201,nonconformance,-1.0
4202,nonconforming,-1.0
4203,nonconformism,-1.0
4204,nonconformist,-1.0
4205,nonconformities,-1.0
4206,nonconformity,-1.0
4207,nondisclosure,-1.0
4208,nonesuch,1.0
4209,nonfunctional,-1.0
4210,nonpareil,1.0
4211,nonpayment,-1.0
4212,nonpayments,-1.0
4213,nonperformance,-1.0
4214,nonperformances,-1.0
4215,nonperforming,-1.0
4216,nonplus,-1.0
4217,nonproducing,-1.0
4218,nonproductive,-1.0
4219,nonrecoverable,-1.0
4220,nonremittal,-1.0
4221,nonrenewal,-1.0
4222,nonstarter,-1.0
4223,nonsuch,1.0
4224,nonvoluntary,-1.0
4225,nosepiece,-1.0
4226,not bad,1.0
4227,not guilty,-1.0
4228,note,1.0
4229,noxiously,-1.0
4230,nuisance,-1.0
4231,nuisances,-1.0
4232,nullification,-1.0
4233,nullifications,-1.0
4234,nullified,-1.0
4235,nullifies,-1.0
4236,nullify,-1.0
4237,nullifying,-1.0
4238,object,-1.0
4239,objected,-1.0
4240,objecting,-1.0
4241,objection,-1.0
4242,objectionable,-1.0
4243,objectionably,-1.0
4244,objections,-1.0
4245,objector,-1.0
4246,objurgate,-1.0
4247,obloquy,-1.0
4248,obnoxious,-1.0
4249,obnoxiously,-1.0
4250,obnubilate,-1.0
4251,obscene,-1.0
4252,obscenity,-1.0
4253,obscure,-1.0
4254,observance,1.0
4255,observe,1.0
4256,obsession,-1.0
4257,obsolescence,-1.0
4258,obsolete,-1.0
4259,obstacle,-1.0
4260,obstacles,-1.0
4261,obstinate,-1.0
4262,obstruct,-1.0
4263,obstructed,-1.0
4264,obstructer,-1.0
4265,obstructing,-1.0
4266,obstruction,-1.0
4267,obstructions,-1.0
4268,obstructive,-1.0
4269,obstructor,-1.0
4270,obturate,-1.0
4271,obtuse,-1.0
4272,obviate,-1.0
4273,obviation,-1.0
4274,occlude,-1.0
4275,occlusion,-1.0
4276,occlusive,-1.0
4277,occupy,-1.0
4278,odd,1.0
4279,of late,-1.0
4280,of the essence,-1.0
4281,off,-1.0
4282,off-and-on,-1.0
4283,off-key,-1.0
4284,offence,-1.0
4285,offences,-1.0
4286,offend,-1.0
4287,offended,-1.0
4288,offender,-1.0
4289,offenders,-1.0
4290,offending,-1.0
4291,offends,-1.0
4292,offense,-1.0
4293,offensive,-1.0
4294,offensive activity,-1.0
4295,offensively,-1.0
4296,officious,-1.0
4297,offset,-1.0
4298,old-fashioned,-1.0
4299,old-hat,-1.0
4300,olympian,1.0
4301,ominous,-1.0
4302,omission,-1.0
4303,omissions,-1.0
4304,omit,-1.0
4305,omits,-1.0
4306,omitted,-1.0
4307,omitting,-1.0
4308,on an irregular basis,-1.0
4309,on purpose,-1.0
4310,on track,1.0
4311,once and for all,1.0
4312,one,1.0
4313,one and only,1.0
4314,onerous,-1.0
4315,only,1.0
4316,onus,-1.0
4317,onward motion,1.0
4318,open,0.0
4319,open fire,-1.0
4320,open frame,-1.0
4321,openhearted,1.0
4322,operose,-1.0
4323,opponent,-1.0
4324,opportunist,-1.0
4325,opportunistic,-1.0
4326,opportunistically,-1.0
4327,opportunities,1.0
4328,opportunity,1.0
4329,oppose,-1.0
4330,opposed,-1.0
4331,opposer,-1.0
4332,opposes,-1.0
4333,opposing,-1.0
4334,opposite,-1.0
4335,oppositeness,-1.0
4336,opposition,-1.0
4337,oppositions,-1.0
4338,opprobrious,-1.0
4339,oppugn,-1.0
4340,optical aberration,-1.0
4341,optimistic,1.0
4342,order,-1.0
4343,origination,1.0
4344,originative,1.0
4345,ostracise,-1.0
4346,ostracize,-1.0
4347,otiose,-1.0
4348,out,-1.0
4349,out of sight,-1.0
4350,out of the blue,-1.0
4351,out of the question,-1.0
4352,out of work,-1.0
4353,out or keeping,-1.0
4354,out-of-date,-1.0
4355,outage,-1.0
4356,outages,-1.0
4357,outcome,-1.0
4358,outdated,-1.0
4359,outdo,1.0
4360,outflank,1.0
4361,outfox,-1.0
4362,outgo,1.0
4363,outlaw,-1.0
4364,outlawed,-1.0
4365,outmatch,1.0
4366,outmode,-1.0
4367,outmoded,-1.0
4368,outperform,1.0
4369,outperformed,1.0
4370,outperforming,1.0
4371,outperforms,1.0
4372,outrage,-1.0
4373,outrageous,-1.0
4374,outsmart,-1.0
4375,outstanding,1.0
4376,outstrip,1.0
4377,outwit,-1.0
4378,over,-1.0
4379,over-the-hill,-1.0
4380,overage,-1.0
4381,overaged,-1.0
4382,overages,-1.0
4383,overappraisal,-1.0
4384,overbuild,-1.0
4385,overbuilding,-1.0
4386,overbuilds,-1.0
4387,overbuilt,-1.0
4388,overburden,-1.0
4389,overburdened,-1.0
4390,overburdening,-1.0
4391,overcapacities,-1.0
4392,overcapacity,-1.0
4393,overcharge,-1.0
4394,overcharged,-1.0
4395,overcharges,-1.0
4396,overcharging,-1.0
4397,overcome,-1.0
4398,overcomes,-1.0
4399,overcoming,-1.0
4400,overconfident,1.0
4401,overdo,-1.0
4402,overdone,-1.0
4403,overdraw,-1.0
4404,overdue,-1.0
4405,overestimate,-1.0
4406,overestimated,-1.0
4407,overestimates,-1.0
4408,overestimating,-1.0
4409,overestimation,-1.0
4410,overestimations,-1.0
4411,overflow,-1.0
4412,overhasty,-1.0
4413,overladen,-1.0
4414,overleap,-1.0
4415,overload,-1.0
4416,overloaded,-1.0
4417,overloading,-1.0
4418,overloads,-1.0
4419,overlook,-1.0
4420,overlooked,-1.0
4421,overlooking,-1.0
4422,overlooks,-1.0
4423,overly,-1.0
4424,overpaid,-1.0
4425,overpay,-1.0
4426,overpayment,-1.0
4427,overpayments,-1.0
4428,overplus,-1.0
4429,overpower,-1.0
4430,overproduce,-1.0
4431,overproduced,-1.0
4432,overproduces,-1.0
4433,overproducing,-1.0
4434,overproduction,-1.0
4435,overrate,-1.0
4436,overrating,-1.0
4437,overreach,-1.0
4438,overreckoning,-1.0
4439,overrefinement,-1.0
4440,override,-1.0
4441,overrule,-1.0
4442,overrun,-1.0
4443,overrunning,-1.0
4444,overruns,-1.0
4445,overshadow,-1.0
4446,overshadowed,-1.0
4447,overshadowing,-1.0
4448,overshadows,-1.0
4449,oversight,-1.0
4450,overstate,-1.0
4451,overstated,-1.0
4452,overstatement,-1.0
4453,overstatements,-1.0
4454,overstates,-1.0
4455,overstating,-1.0
4456,oversupplied,-1.0
4457,oversupplies,-1.0
4458,oversupply,-1.0
4459,oversupplying,-1.0
4460,overtake,-1.0
4461,overthrow,-1.0
4462,overtly,-1.0
4463,overtop,-1.0
4464,overture,1.0
4465,overturn,0.0
4466,overturned,-1.0
4467,overturning,-1.0
4468,overturns,-1.0
4469,overvaluation,-1.0
4470,overvalue,-1.0
4471,overvalued,-1.0
4472,overvaluing,-1.0
4473,overweening,-1.0
4474,overwhelm,-1.0
4475,overwork,-1.0
4476,pacify,-1.0
4477,pad,1.0
4478,pain,-1.0
4479,pain in the ass,-1.0
4480,pain in the neck,-1.0
4481,pained,-1.0
4482,pains,-1.0
4483,pale,-1.0
4484,palliate,-1.0
4485,palmy,1.0
4486,panic,-1.0
4487,panics,-1.0
4488,paragon,1.0
4489,parameter,-1.0
4490,pardner,1.0
4491,parry,-1.0
4492,part,-1.0
4493,particular,1.0
4494,partitioning,-1.0
4495,partner,1.0
4496,partner in crime,1.0
4497,parturiency,-1.0
4498,pass,0.0
4499,pass away,-1.0
4500,pass by,1.0
4501,pass on,1.0
4502,pass up,-1.0
4503,passe,-1.0
4504,passee,-1.0
4505,passing,-1.0
4506,patch up,-1.0
4507,pathetic,-1.0
4508,patriotic,1.0
4509,pause,-1.0
4510,pay back,1.0
4511,pay off,-1.0
4512,payback,-1.0
4513,payoff,0.0
4514,peachy,1.0
4515,peaked,-1.0
4516,peculate,-1.0
4517,peculation,-1.0
4518,peculator,-1.0
4519,peculiarity,1.0
4520,peerless,1.0
4521,peeved,-1.0
4522,penalisation,-1.0
4523,penalise,-1.0
4524,penalization,-1.0
4525,penalize,-1.0
4526,penalized,-1.0
4527,penalizes,-1.0
4528,penalizing,-1.0
4529,penalties,-1.0
4530,penalty,-1.0
4531,perfect,1.0
4532,perfect tense,1.0
4533,perfected,1.0
4534,perfective,1.0
4535,perfective tense,1.0
4536,perfectly,1.0
4537,perfects,1.0
4538,peril,-1.0
4539,perilously,-1.0
4540,perils,-1.0
4541,period,-1.0
4542,perish,-1.0
4543,perjury,-1.0
4544,permeant,-1.0
4545,permeating,-1.0
4546,permeative,-1.0
4547,permit,-1.0
4548,perpetrate,-1.0
4549,perpetrated,-1.0
4550,perpetrates,-1.0
4551,perpetrating,-1.0
4552,perpetration,-1.0
4553,perpetuation,-1.0
4554,perplex,-1.0
4555,perplexing,-1.0
4556,perseverance,-1.0
4557,perseveration,-1.0
4558,persevere,-1.0
4559,persevering,1.0
4560,persist,-1.0
4561,persisted,-1.0
4562,persistence,-1.0
4563,persistency,-1.0
4564,persistent,-1.0
4565,persistently,-1.0
4566,persisting,-1.0
4567,persists,-1.0
4568,personate,-1.0
4569,personnel,-1.0
4570,personnel casualty,-1.0
4571,persuasiveness,1.0
4572,pertain,-1.0
4573,pertinacious,-1.0
4574,pertinacity,-1.0
4575,perturb,-1.0
4576,perturbation,-1.0
4577,perturbing,-1.0
4578,pervasive,-1.0
4579,pervasively,-1.0
4580,pervasiveness,-1.0
4581,perverse,-1.0
4582,pervert,-1.0
4583,perverted,-1.0
4584,pesky,-1.0
4585,pestered,-1.0
4586,pestering,-1.0
4587,pestiferous,-1.0
4588,pet,1.0
4589,petit larceny,-1.0
4590,petty,-1.0
4591,petty larceny,-1.0
4592,phlegm,-1.0
4593,picayune,-1.0
4594,pick apart,-1.0
4595,pick at,-1.0
4596,pick up,-1.0
4597,picket,-1.0
4598,picketed,-1.0
4599,picketing,-1.0
4600,piddling,-1.0
4601,piffling,-1.0
4602,pinch,-1.0
4603,pinched,-1.0
4604,pine away,-1.0
4605,pink slip,-1.0
4606,pink-slipped,-1.0
4607,pioneer,1.0
4608,pip,-1.0
4609,pipe dream,1.0
4610,pique,-1.0
4611,piques,1.0
4612,piquet,-1.0
4613,pissed,-1.0
4614,pissed off,-1.0
4615,pit,-1.0
4616,piteous,-1.0
4617,pitiable,-1.0
4618,pitiful,-1.0
4619,placate,-1.0
4620,placation,-1.0
4621,place,-1.0
4622,placid,1.0
4623,plague,-1.0
4624,plaguey,-1.0
4625,plaguy,-1.0
4626,plain,-1.0
4627,plaintiff,-1.0
4628,plaintiffs,-1.0
4629,planetary,-1.0
4630,plangency,1.0
4631,play off,-1.0
4632,plea,-1.0
4633,plead,-1.0
4634,pleaded,-1.0
4635,pleading,-1.0
4636,pleadings,-1.0
4637,pleads,-1.0
4638,pleas,-1.0
4639,pleasance,1.0
4640,pleasant,1.0
4641,pleasantly,1.0
4642,please,1.0
4643,pleased,1.0
4644,pleasurable,1.0
4645,pleasure,1.0
4646,pled,-1.0
4647,plenteous,1.0
4648,plentiful,1.0
4649,plethora,-1.0
4650,plosive,-1.0
4651,plosive consonant,-1.0
4652,plosive speech sound,-1.0
4653,plotter,-1.0
4654,pluck,-1.0
4655,plume,-1.0
4656,plummet,-1.0
4657,plummeted,-1.0
4658,plummeting,-1.0
